skill,skill_premium_niavereg,skill_premium_countryfes,skill_premium_workerfes,skill_premium_controls
arabic,-0.09023756433618574,0.07076766089098621,0.9491341085092296,0.08376228632018481
mailchimp,0.2398654445811574,0.18948624045441304,-1.2775889184169142,0.1977751338119171
bootstrap,-0.06782659044370219,-0.04908720870833369,-2.618548425403745,-0.0318038578155494
html5,-0.05122739703149625,-0.02863747622289417,-0.18272913461413637,-0.03240646896289318
blog-writing,-0.08162280440139438,-0.07660280974106483,-0.8295628504438713,-0.07294947793840036
content-writing,-0.06015374159900028,-0.04405848924603037,-0.6241535312110305,-0.06061274633929958
social-media-management,-0.13308594851280062,-0.10300193747488542,-0.254102512832357,-0.14358761482184804
social-media-marketing,-0.11338822338814623,-0.07137878556127052,-0.01743565059430949,-0.10999925726985783
twitter-marketing,-0.24110356831143076,-0.17078066711512602,0.4848052173703883,-0.23955995352046827
youtube-marketing,-0.07777957411460158,-0.07647863062369784,0.34036953665515196,-0.09661177930329014
javascript,0.06441385169152428,0.05132994808825917,0.2372477760398025,0.08646848123118853
data-entry,-0.4695147585025384,-0.3066433399318379,-0.6322196508273922,-0.3903994380732012
facebook,0.07554001801112623,0.06271353548478477,-0.6448500042562298,0.06731474016832388
css3,-0.05172234580950257,-0.05378664960510201,0.05088851494892434,-0.03974917056971266
seo-backlinking,-0.30296549979530896,-0.17535205852580155,0.1018646295321245,-0.20642129970905937
seo-keyword-research,-0.146327383953981,-0.0947761137887266,-0.3814310734849639,-0.09884767313004313
ebay-listing-writing,-0.5038656336839396,-0.2973903262025486,-0.7218911132677598,-0.4198132095968425
database-testing,-0.09082217745870214,-0.20184268861470375,-0.9631493589369948,-0.16429497860878922
android-app-development,0.0707176174031637,0.11403521653597366,0.25771531008940274,0.1028084457577432
swift,0.22549237505146763,0.1817537198172784,0.710683915640186,0.2192855896327627
video-editing,-0.03558650149476788,-0.12090071000926378,0.26273854873072067,-0.07383035557720402
video-production,0.06954507293642631,-0.02611646356057179,0.09008611457299198,0.03095000687434094
laravel-framework,0.05514557240226905,0.0121427510892492,-0.6839507844013049,0.05650596246933405
arduino,-0.05224288153593681,-0.08346615037612677,1.6597411516334626,0.03832505132464461
java,0.06546623332214514,0.05523593430303974,0.3941479815072673,0.08928790906173906
product-development,0.29557174234007527,0.12786159762592927,1.238750876790881,0.21792126393315825
unity-3d,0.2342194601702959,0.03818568398481763,0.15087684585877884,0.18853420266130455
xamarin,0.1340735776147018,0.10212612942129495,-1.3267562425540114,0.2417963754479875
customer-service,-0.14302397054974753,-0.09263271279432005,0.5398672757387095,-0.11657386604231967
email-handling,-0.09519055431915588,-0.06903213993983218,0.0495817470084768,-0.08669476764670236
helpdesk-support,-0.03900547260567223,0.00542535760496774,-0.978100887009065,-0.05474875970712773
phone-support,-0.08557652436823371,-0.05069909490959565,0.03194567494504639,-0.09325648265217908
telephone-skills,-0.1176832280404274,-0.09879989982844906,-0.01762508380335555,-0.1167800105541362
jquery,-0.04699039692358443,-0.0080502358022818,-0.03901440826394841,-0.0139493287247411
off-page-optimization,-0.3029823883686886,-0.1845234642281063,0.07595569685352432,-0.21439321011284251
on-page-optimization,-0.22601042559250112,-0.14008201930743075,-0.0765045753715052,-0.14525266386112165
seo,-0.15936698502919175,-0.08576130237151484,-0.47403920950885714,-0.10598534833139991
seo-backlinks,-0.270683814759104,-0.1625753873020232,-0.7861606279641165,-0.19247501607613396
bing-ads,0.4275203330572918,0.270325850270994,0.10511619070777156,0.3999812981691898
google-adwords,0.3900635520775786,0.2527124373982629,0.12076717008231826,0.3561893343078943
ppc-advertising,0.480463558558904,0.3339432653067842,1.7525067914701982,0.4450639938683511
virtual-assistant,-0.2240740498312943,-0.1413053496652073,-0.5915254409322303,-0.1876752083440047
copy-editing,0.19703366907421352,-0.00800261712713447,-6.6864305440917295,0.01109950482984744
inbound-marketing,0.49464010913447015,0.224861104679325,-2.021406168555537,0.34273454119167257
magento,0.04090473750049263,0.10669033257079288,0.733117323758422,0.07573760832908812
asterisk,0.04087249310417144,0.0183244919540988,1.3760047072656492,0.11075957667141778
freepbx,-0.4698759796872868,-0.405990668225756,-7.116236361965148,-0.32410426938445147
sip,0.4894677638149787,0.3909782045337477,2.8296246226638067,0.5795586060415452
voip-administration,0.17362675710807282,0.03954727431389841,3.339334105651559,0.1205263132199526
amazon-ec2,0.23826232448740703,0.15962159595365616,-1.0057090774576012,0.19434913577229251
extjs,0.45800340774329784,0.3619473412413472,-5.601729085423406,0.5882671675137162
windows-7-administration,-0.5882624495237588,-0.5454817291356425,-1.049868218328721,-0.6992908800020337
customer-support,-0.11704208513205444,-0.07535328953904771,0.04750860244182094,-0.09694073476959846
english-grammar,-0.10017069208725687,-0.13983593466150432,-1.0442173028448256,-0.14865534506567152
english-spelling,-0.1041890401076276,-0.12751622732852305,-0.15607878189565202,-0.14399319024423302
microsoft-sql-server-administration,0.3062733886845196,0.20774183220635023,-5.940494914868797,0.1771760670204015
microsoft-sql-server-development,0.27686096061500287,0.1931415381190664,1.2631496452405462,0.2481922315477138
sql,0.0984279539412309,0.08369124771101187,-0.1194322289441642,0.103459846718332
ssis,-0.21940683708659076,-0.13689187218610036,-0.5757879949814882,-0.18278097243462504
audio-design,0.31647590715433055,0.00211067821883253,-3.732116118253863,-0.00675896371739222
linux-system-administration,0.07699837036341874,0.00154499217331536,0.09232411524738268,0.0851857226901862
network-administration,0.05604905919561538,0.04070988949797822,0.5833648654569027,0.08364019235461244
squid,0.7521170098570645,0.4760820372377143,0.8133025290404094,0.683345587570367
zoho-creator,0.16134444791594166,0.3356503113183071,-1.280544001788269,0.2127249255232993
zoho-crm,0.07918945325181659,0.23540142485076143,-0.02152028680136188,0.11848159957671683
french,0.10997290617309828,0.03336376663038146,0.7003450893224569,-0.05272999178982946
translation-english-french,0.12961445187508003,0.07532837641419413,0.911319161748346,-0.0677564671054795
microsoft-powerpoint,0.2295721894189225,0.1650353121418289,0.6517517595955592,0.16694061872619756
linkedin-recruiting,-0.3377812078135578,-0.206851799259007,-0.44079014394099575,-0.2676410713163793
landing-pages,0.10301373468779638,0.11121212648674916,0.900889968639042,0.09474553674113972
mobile-programming,-0.07067963671595574,0.03069560991615361,-1.6293551017900976,0.0131280407920856
translation-english-chinese,0.2658384568134507,0.13377243816756887,-1.1168689594442671,0.4013981432901755
marketing-audit,-0.10153170450215757,-0.08230127768150078,-2.0717886284962947,-0.0812536039049606
seo-writing,-0.1585386931824518,-0.07641395562892687,-1.1831850360851628,-0.0921767499255176
administrative-support,-0.120127793198721,-0.08224668018780089,-0.08169113318688719,-0.113876107263849
negotiation,0.21192622705055525,0.04411256431336269,-0.5794279319546088,0.2353149480469157
research,-0.1972564586133204,-0.12276493141914575,0.10278867675391593,-0.14770465664129295
romanian,-0.2503887408429642,-0.3098950047597188,5.592729218714431,-0.04789932211746059
russian,0.00260488839444222,-0.10629839098988762,3.1466365272963284,0.15020589014335273
mathematics,-0.06101477547492421,-0.07624069218108195,0.4416898071192373,-0.04639942765355748
technical-writing,0.3244608257961914,0.24997120995654828,2.629877975305441,0.26388920676076844
cold-calling,-0.22472524171839248,-0.1405759755057453,0.947054343708924,-0.18910235056287275
outbound-sales,-0.220909420146041,-0.155840519578468,-1.9292363382562203,-0.1860616182906514
sales,0.02420907985065179,0.03676211585601907,0.85977345765091,0.01136707582727622
creative-writing,0.05601195123367222,-0.02115151532021951,0.1944443966877475,-0.01308983899464358
copywriting,0.26466100259854713,0.15692090615886103,0.06097854290159906,0.18380038724770711
data-analysis,0.3366734897418493,0.2138268295872988,0.3675249824250554,0.2521763987405074
google-ad-manager,0.6252246574765877,0.5605179472251671,0.32247397596806143,0.5971499865055918
google-adsense,0.33955224347317503,0.23648989616521987,-1.13161992655,0.2865652715984986
openx,1.1105340927229868,0.7322682526433485,-1.049868218328721,0.6759538013314933
data-mining,-0.4847393252243022,-0.2972446420119496,-0.6318013640473624,-0.3889638738921075
google-searching,-0.2177323346201031,-0.1467611380523307,1.1539453011082703,-0.1813112562567187
appointment-setting,-0.21006914201452315,-0.12879218568677098,0.4538370240371285,-0.17351022370541916
call-handling,-0.1437282972180398,-0.08187104502539287,0.19541217514656312,-0.10734616796486214
fashion-designing,0.31500642464718703,0.1459226510731319,-0.989073746277619,0.17726751834066612
fashion-modeling,-0.15733136613476634,-0.0665314307938388,-0.6923211648437443,-0.17611441815178644
industrial-design,0.3736953930278421,0.2051414813237847,-0.04884854488390185,0.2808790775265268
api-development,0.2065693847072248,0.16210218757442835,0.5215784525211677,0.1869082137339652
adobe-premiere-pro,-0.04822260759473983,-0.09557464492786368,-0.25504566739589996,-0.04792123594165504
camtasia,-0.18277762770303385,-0.00255063873557404,-3.917509374036974,-0.1261809516383497
final-cut-pro-x,0.02980887745720106,-0.02047681190558884,-0.5937295347125215,0.01802063021219265
sony-vegas,-0.678932778063196,-0.7086693128789815,-7.271972791742278,-0.8082829936945024
google-docs,-0.18759774417480196,-0.12409752952637046,-0.8705028566937583,-0.17073965699065916
microsoft-word,-0.08618499434582344,-0.06772273523196654,-0.5757230575414964,-0.08734501550795519
email-marketing,0.16845644757370978,0.11378096518629176,0.01267706611696761,0.11205790268840564
forum-posting,-0.2927606556784303,-0.1811686350955139,0.452347223835128,-0.3039314187086484
brochure-design,-0.01091426721300494,0.00427342089698995,1.0865119439388475,-0.02412370950740961
business-card-design,-0.01731324587022652,-0.0021750609819672,0.6772560204661034,-0.00930965832595887
flyer-design,-0.2510215772304396,-0.15960822724730866,1.6754286267601983,-0.21043647920426
online-writing,0.0266251871168432,0.01562069132602148,-0.5328838477101758,0.04001560546994691
writing,0.06351167785592275,0.01215407882662361,-0.20104347074945836,0.01220032155555849
article-writing,-0.09835181795247323,-0.05665700703486836,-1.5877063829119389,-0.06199417941271731
blog-development,-0.1927703177288091,-0.17689738454009982,0.6737645261845598,-0.19743550042787072
editorial-writing,0.05489597248167121,-0.09463925700325376,-4.703248699228555,-0.06975944943284038
data-cleansing,-0.3769947657861341,-0.27720978901349264,-1.5927343994293628,-0.351579538838813
data-visualization,0.5370535791479988,0.4598900550512563,-0.15653058369198244,0.48288462121718895
communications,0.09287267691485998,-0.04380794713687593,-1.264429194526954,-0.01147467091066295
data-science,0.3206852365908211,0.2242034143181783,-2.536498747183312,0.2474471355237706
python,0.2624401653876802,0.14767212811339545,1.1141138650026885,0.2501051526036692
blender3d,-0.07862939885841264,-0.1027952443556286,0.7385951996030973,-0.0324512014059597
google-sketchup,-0.08345804541590585,0.00937723839915144,-2.991276148193581,-0.01715342860191417
office-administration,0.14909487541338662,-0.00895987102611921,1.3471631220172229,0.01784563254342921
user-experience-design,0.4023525087734497,0.2188859859820604,-2.4592220688620876,0.33897872496058146
wire-framing,0.23066927381277028,0.09402487077615854,-1.1960899013256656,0.2021425306189421
spanish,-0.15874323854185116,-0.12485936173749876,0.29350986051555134,-0.05071665685813699
translation,0.03337096494016398,-0.08392650614643551,-0.495369376408586,0.04929136437389721
translation-spanish-english,-0.22899841304065752,-0.16582901552273072,-0.16758023220774595,-0.15333763950215704
mysql-programming,0.085214345035403,0.07775243615978485,0.22536816393127948,0.109086570682866
ghostwriting,0.01525463781330804,-0.08874248177628775,-2.398049525835083,-0.06134426950059721
interviewing,0.08099569512383947,-6.622049132683746e-4,1.8332956238661715,0.05866645265125528
amazon-web-services,0.1717539765184425,0.1751346023263021,2.4717265689999826,0.17311992121829617
data-encoding,-0.18703323660128365,-0.03426296927321333,9.094214598419413,-0.12109789425900734
ajax,-0.11722938770550131,-0.01347051185246111,-1.854069674468218,-0.07039807385878169
woocommerce,-0.15872261184241648,-0.07017676272250588,0.4335847029142142,-0.14502887790005148
business-writing,0.13081092315494913,0.17618179663035002,0.5575849250889701,0.15863086453796507
machine-learning,0.63458750138521,0.5308570156620421,-3.0377398852831172,0.5909823051012656
corporate-brand-identity,0.2938248848989622,0.1775917079689414,1.306792791164689,0.24159784416189667
creative-and-talent,0.08461953604206997,0.07191240915577961,1.5236230372552333,0.07052329033941963
flemish,0.5456464918967636,0.3772354305400975,4.999999999999999,0.558457025036145
five9,-0.19810764839204636,0.16888307245589618,-1.049868218328721,-0.00255103608722967
c,0.07678559597180706,0.05514185066296302,0.427909131266184,0.0656441832540925
c++,0.07678559597180706,0.05514185066296302,0.427909131266184,0.0656441832540925
account-management,0.1667665895898038,0.04851779024900454,-0.38592654228161727,0.0981522507029072
web-scraping,-0.3675037009705082,-0.25467585088575256,-0.681326280384883,-0.2933873531461636
xml,0.19494853251400085,0.05374835080628117,-2.0113508732027667,0.19486065784739587
adobe-pdf,-0.06179749038206054,0.0089700511701056,-0.957902590153874,-0.05246568210206231
sales-writing,0.38643690535466174,0.2915264355426181,3.828540464293596,0.32939455098282655
editing,-0.0715269473635,-0.10093498586766192,-0.5717981351877031,-0.10136717925927163
animation,0.15766367327350725,0.1117262405925057,0.18654347636369795,0.18997265579631237
presentation-design,0.3572250565196523,0.3004478606047937,0.7759957257758688,0.2830137850728365
calendar-management,0.25140689867317173,0.0803916982353115,1.9990227606147992,0.08620031784381561
spreadsheets,-0.18442952566886683,-0.09540366277203492,-0.4120682903342413,-0.15326608169186157
.net-framework,0.15527280363298626,0.15736261110479363,1.933763137809925,0.20003961592094324
c#,0.24120491859994403,0.188128739084122,1.7870028714442554,0.25434507985467664
postgresql,0.1882933060125256,0.08595413040886787,-1.0992139148560809,0.16985955576028303
postgresql-programming,0.3081562668302755,0.13908099115768444,-0.5074932826503217,0.3150202545373287
article-rewriting,-0.21518893171442743,-0.09599923179872873,3.2637020755503743,-0.13900050380501222
excel-vba,0.12498190833123717,0.01119015922768786,0.05608894481840287,0.0824415928148259
windows-app-development,0.23329615673212267,0.15140777065254368,6.0486949487822965,0.2932447624745296
yoast-seo,-0.2445878139598459,-0.1901762518973268,-0.6192214354276444,-0.22259900127449697
audio-editing,-0.09113809997686002,-0.21262363944503457,-0.566500308262357,-0.17061990442112554
mobile-app-testing,-0.5739633108838297,-0.5980176710961139,-2.332490531508778,-0.5601157577486985
photo-editing,-0.24682803035027065,-0.12978908507540263,-0.2176144355168185,-0.18133393698503844
photo-manipulation,-0.30968051680427605,-0.1986685276953564,0.2359405527544482,-0.1895976291245304
photo-retouching,-0.3731170949419441,-0.2440401903885419,-0.8199785806595788,-0.26437790438113956
chinese,0.2591126643744366,0.01316164450369253,-0.4379210120422218,0.3420210773211431
adobe-acrobat,0.06923734691013433,-0.0460427262100522,-0.4002787688973956,-0.04130299765754045
pdf-conversion,-0.09832522223071774,6.118266008608607e-4,0.4959511452588381,-0.02812967676113033
hris,0.16651326790580032,-0.06790300186560215,0.496233511788176,-0.12780385978032366
human-resource-management,0.12147772644920572,0.00366389127740073,-0.5609429921624948,0.06794831641681398
contract-law,0.4009101939056677,0.3064086014501853,13.168880547878093,0.3569527344744088
legal-research,0.12049221119416152,0.094048134253907,13.328507294435044,0.0896674967400208
paralegal,-0.3671934044632421,-0.4161248847580592,-1.847555426888687,-0.4069163992232785
firebase,0.13894645306750492,0.1777277171673987,2.7137668171080493,0.1725672333487852
google-docs-api,0.3753987640614821,0.4395394151484836,1.482191662612759,0.49890976943903487
zapier,0.35071384311294357,0.3290854368023057,-3.546089264614717,0.3010977035638901
intellectual-property-law,0.6024769960771872,0.6542178080327087,26.688629347851915,0.5958269190364631
legal-consulting,0.10760636317084812,0.17024200464091138,3.362816729550783,0.21993076167360728
trademark-consulting,0.771671748640054,0.6439538115697205,28.203215582365328,0.6474384671263672
computer-skills,-0.15820019137828303,-0.03252497797134279,0.7995325838027662,-0.10457360168614348
keynote,0.4179156291272641,0.30330163151264106,-1.316845869686201,0.3313523109887367
web-content-management,-0.00507115460580905,-0.0106819164356195,-0.8523744448946654,-0.01774209190011393
microsoft-access-programming,0.01913838328862453,-0.1822962202508462,-3.304420001113891,-0.15469692397164397
business-development,0.3771153311461155,0.18451430841381833,-2.075173897974474,0.2213774519343268
business-management,0.15832540279499788,0.1282707243705757,1.1271512813669098,0.10865528799250757
project-management,0.3552293527915872,0.2319709114467808,-0.8205345728094576,0.2781198385832877
autocad,-0.12293650246455116,-0.03964720514691831,-0.5061208646781908,-0.08534234610068848
3d-design,0.07679864185712261,0.02847487863998251,-0.46013655926265673,0.08358459085124664
autodesk-inventor,0.07593951723548513,-0.05216885322757834,4.413038443485619,0.03353862067061471
finite-element-analysis,0.29859405967785363,0.26615876025764507,-1.049868218328721,0.26996170630001437
solidworks,0.0559694341215133,-0.02638148399272533,0.5523558394275448,-0.03603175748784848
english-proofreading,-0.05157309469438406,-0.18532052284230988,-1.2167325771138098,-0.180945228859502
transcription,0.04409081601041074,-0.06036238891631169,1.8405446585398888,-0.00806124925870985
typing,-0.06061910356580935,-0.1205433090119392,-0.13251377822931823,-0.10181830508933082
financial-analysis,0.3935320913784553,0.32902180258151165,3.486639891741233,0.3999316373011707
network-monitoring,0.29026067477824463,0.1586513492202033,-9.878093633547213,0.23146815855562528
image-editing,-0.4102294091371472,-0.21968242468095375,-1.1620004426704202,-0.2916862628707488
journalism-writing,0.29698755764951346,0.16322625401152313,-1.9391148909948783,0.15251844154819894
media-relations,0.6530217974231832,0.2668743012277383,2.4227787233286,0.42265480710517417
press-release,0.4005047718212793,0.23420583945503584,1.8024005555756764,0.27652100565058596
magento-2,0.16253690135908425,0.19643870463231797,0.8619502451614911,0.18328412500319063
sql-programming,0.1285820340221483,0.09432368782132038,0.4382216296592095,0.14665191969620464
media-buying,0.6750207721009457,0.458344140674731,2.440158525080703,0.632114786940661
selling,0.09214913058953242,-0.07379970770304174,1.0210330483588304,-0.00175004130545906
google-spreadsheet,-0.18925774980858645,-0.07054037808123678,0.1161316614958742,-0.13817882109551882
t-shirt-design,-0.11529797566490194,0.06292958444743231,1.1849343525248022,-0.06488948123433984
firmware,0.4142457621493987,0.34804123848983526,9.674101603943043,0.4867026626827428
responsive-web-design,0.05787533023661846,0.10467310076455894,-0.3198344645457479,0.11677973002447781
commercial-lending,0.7219761940445923,0.3119151391497509,-1.049868218328721,0.491388171770823
financial-reporting,-0.04878507539365523,0.00857452765444191,-1.4581928823073935,0.05388288650912972
chemistry,0.2656714061605714,0.11910989437357272,-3.263947633667404,0.1728633226526205
teaching-algebra,-0.6170140670554903,-0.4295347955215363,-3.1501638788411555,-0.3583662486895148
teaching-mathematics,-0.1630479297070946,-0.016707423840312,-2.6331666481274687,-0.040758579455146673
teaching-physics,-0.4631917678713038,-0.12037864698132612,-1.049868218328721,-0.1944202240822248
microsoft-office,0.01964287113900306,-0.00569010125424583,-1.208500173172326,0.00286725491837186
videography,0.11374429193672488,-0.05395599621937084,-0.8665524069268417,0.01729924274689941
etsy-administration,-0.3930180434405291,-0.4577351901082023,-1.3255698179830104,-0.4454732886136104
3d-animation,0.12364331455063696,0.11887461597247792,1.0628741294622248,0.19224007690199796
character-design,0.08794199587283533,0.02296956152684941,-0.8636318263095395,0.13106997393689873
google-shopping,0.36789471505760457,0.3007219242456445,-0.01816259141090225,0.40110422242419863
codeigniter,-0.28292877449632475,-0.2054010467603616,0.32155931702547336,-0.2674012578672921
infographics,0.09863246584257596,0.14787708195744248,-0.06725040056026925,0.1433687575268508
presentations,0.2956380753422122,0.22306476548088663,-0.16184429119569002,0.23970339955184145
apache-administration,0.37614656710080785,-0.03648283409124317,-3.2959502607970133,0.17872397201830104
email-deliverability-consulting,0.3589142493595606,0.22176858917568992,-0.9293158067094088,0.28055025761264984
interspire,0.25523617736270626,0.03977311397534908,-1.049868218328721,0.00470064992790428
google-adwords-api,0.29695541883902804,0.20180966558103347,0.8186825544599916,0.29741669444933133
speech-writing,0.6705848851768008,0.29407619357383485,-3.699867418426527,0.3710757109009925
automated-testing,-0.28705697419596077,-0.2344204720002885,1.1931766111415607,-0.23546711340591656
virtual-machine,-0.09314688658140002,-0.07706144155061445,-1.049868218328721,0.09931743057055074
windows-administration,-0.34068598723691645,-0.2979185736887652,1.5271939930882177,-0.27166690755589
marvelousdesigner,-0.12329061794094429,-0.32442622893454715,-6.461480638233064,0.04706731883344225
bluetooth,0.3972931656693578,0.26254157634888364,-0.7562162575920397,0.33507174983573623
pcb-design,0.2300598900776293,0.17061381231652423,-3.298702233276652,0.20918294345160593
amazon-rds,0.15016476435128126,0.08526464237232989,4.8800800491524985,0.0708401465289002
amazon-webstore,-0.1060037188361106,-0.00490045380173499,0.07911022326173651,-0.06690844927345303
conversion-rate-optimization,0.42998452673916854,0.2810462842894781,2.3064363343410927,0.3772606236898586
amazon-s3,0.22121360542807947,0.11053024872514898,-2.097670734167312,0.12249192045813909
angularjs,0.04794684369424505,0.07506484740331575,0.15270709235262586,0.0803310811634346
organizational-behavior,0.16986467161063248,0.02567791919951125,3.396637379113388,0.01813735876528973
d3.js,0.393659160415739,0.3342431695799359,7.489342977042693,0.49477282684605983
circuit-design,0.22541689212808097,0.14140124331330925,-3.4161826267951545,0.17391243642523005
electrical-engineering,0.18205525459780908,0.1738458762969756,1.5247581814481483,0.1464678678878284
hardware-troubleshooting,0.35700310795991474,0.12732892657295233,1.695804508262735,0.2556140580176537
hw-prototyping,0.2451713247413365,0.29244633467057346,-1.049868218328721,0.32265663268846884
microcontroller-programming,0.3789863058131835,0.2602541642913264,1.9494671344728505,0.3843182962706219
vuforia,-0.0379732353948641,0.17918043553414875,-0,0.10240475118681092
adobe-indesign,0.08701293263695352,0.10606426277150528,-0.16689931229207117,0.06698658068178943
kerberos,0.3036309888302075,0.1250326086101877,-1.049868218328721,0.5108269495687073
microsoft-sharepoint-administration,0.38549298160427814,0.30312461454560385,7.307767453693113,0.32263545624735895
b2b-marketing,-0.05348679748937975,-0.05535315682630845,-3.5996678667307336,-0.07468936418951948
sales-management,0.2933078869757801,0.1581706573822522,-0.4817457852195725,0.19185075199442497
sales-promotion,-0.23002146643351296,-0.11897107163743934,0.4888662669653055,-0.13563781851385515
sap,0.17534383011361826,0.21667715185793665,3.4891847363755217,0.186698410892578
adobe-photoshop-lightroom,-0.24893389591223983,-0.18332638215338692,-1.5300324885590624,-0.1342353489455914
psd-to-wordpress,-0.2003483310907418,-0.18021835021313615,-0.25758032232233963,-0.20413837245187325
google-apps,0.14262372243150756,0.11674360612724584,-1.250856165846066,0.13697478902046972
pay-per-click,0.4962827094231588,0.3302961270430327,1.1239231663857392,0.4600879506648634
sem,0.30574619057618146,0.1994783615114958,0.9734634865769498,0.2856374410346574
mathematica,0.03492484676208266,0.09156281594733771,5.217728085382015,-0.02526311651516381
data-scraping,-0.4658922927722143,-0.30939451618147923,-0.5255260828133077,-0.3850705008819975
public-relations,0.3492107398592389,0.1163578633717572,0.6731230736190745,0.1927620316348773
localization,0.0741529880596089,-0.05188730124865237,0.27872824125151135,0.06334999351039157
translation-english-german,0.2101817713660538,0.02840919311838184,-0.952994518323162,-0.06772809336524072
bigcommerce,-0.2087878874132668,-0.0114336537295759,-1.0998846232162645,-0.14222822070716265
